id,not_before,not_after,longitude,latitude,type_of_monument,country,text_edition,type_of_monument_clean,type_of_inscription_clean,country_clean,clean_text_interpretive_word,clean_text_interpretive_word_lowercase,clean_text_interpretive_sentence,form_dis_manibus
HD030839,0171,0230,-2.15,37.6,stele,Spain,Dis Manibus sacrum  Quintus Equitius Quinti libertus Primigenius Ventipponensis nnorum LXX pius in suis hic situs est sit tibi terra levis Equitia Quinti liberta Fusca Ventipponensia nnorum LX pia in suis hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Quintus Equitius Quinti libertus Primigenius Ventipponensis annorum LXX pius in suis hic situs est sit tibi terra levis Equitia Quinti liberta Fusca Ventipponensia annorum LX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum quintus equitius quinti libertus primigenius ventipponensis annorum lxx pius in suis hic situs est sit tibi terra levis equitia quinti liberta fusca ventipponensia annorum lx pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Quintus Equitius Quinti libertus Primigenius Ventipponensis annorum LXX pius in suis hic situs est sit tibi terra levis Equitia Quinti liberta Fusca Ventipponensia annorum LX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030869,0171,0230,-4.8785,37.2915,tabula,Spain,Dis Manibus sacrum Publi Marei Ventipponensi nnorum XXVI pius in suis hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Publi Marei Ventipponensi annorum XXVI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum publi marei ventipponensi annorum xxvi pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Publi Marei Ventipponensi annorum XXVI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD030908,0171,0230,-3.7814,37.2505,altar,Spain,Dis Manibus sacrum Eutychia nnorum XXVIII pia in suis hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Eutychia annorum XXVIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum eutychia annorum xxviii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Eutychia annorum XXVIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030917,0171,0230,-3.913,37.2635,altar,Spain,Dis Manibus sacrum Caius Aemilius Cantabrinus Sexsitanus nnorum LXXII pius in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Caius Aemilius Cantabrinus Sexsitanus annorum LXXII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum caius aemilius cantabrinus sexsitanus annorum lxxii pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Caius Aemilius Cantabrinus Sexsitanus annorum LXXII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD030929,0171,0230,-3.7672,37.2672,altar,Spain,Dis Manibus sacrum Murria Crescentina Ilurconensis annorum CXV pia in suis hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Murria Crescentina Ilurconensis annorum CXV pia in suis hic sita est sit tibi terra levis,dis manibus sacrum murria crescentina ilurconensis annorum cxv pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Murria Crescentina Ilurconensis annorum CXV pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD030941,0101,0200,-3.9658,37.1703,tabula,Spain,Dis Manibus sacrum Lucius Octavius Cnensis nnorum pius in suis huic ordo decrevit funeris impensam  ,tabula,epitaph,Spain,Dis Manibus sacrum Lucius Octavius C nensis annorum pius in suis huic ordo decrevit funeris impensam,dis manibus sacrum lucius octavius c nensis annorum pius in suis huic ordo decrevit funeris impensam,Dis Manibus sacrum Lucius Octavius C nensis annorum pius in suis huic ordo decrevit funeris impensam,dis manibus sacrum
HD030953,0201,0300,-4.1561,37.3276,tabula,Spain,Dis Manibus sacrum Lucius Iulius LeviTs#Levis#LEVTS nnm ocktogi=CTnta#ocktoginta#OCKTOCTNTA XXXXXXXX sic,tabula,epitaph,Spain,Dis Manibus sacrum Lucius Iulius Levis annorum ocktogiTnta XXXXXXXX,dis manibus sacrum lucius iulius levis annorum ocktogitnta xxxxxxxx,Dis Manibus sacrum Lucius Iulius Levis annorum ocktogiTnta XXXXXXXX,dis manibus sacrum
HD030965,0171,0230,-4.1214,36.9581,tabula,Spain,Dis Manibus sacrum Marinus annorum XII mensium VIIII dierum XV pius in suis hic situs est sit tibi terra levis loco IV             ,tabula,epitaph,Spain,Dis Manibus sacrum Marinus annorum XII mensium VIIII dierum XV pius in suis hic situs est sit tibi terra levis loco IV,dis manibus sacrum marinus annorum xii mensium viiii dierum xv pius in suis hic situs est sit tibi terra levis loco iv,Dis Manibus sacrum Marinus annorum XII mensium VIIII dierum XV pius in suis hic situs est sit tibi terra levis loco IV,dis manibus sacrum
HD030983,0151,0200,-4.0867000000000004,37.5911,altar,Spain,Dis Manibus sacrum Caius Terentius Fabianus Ulisitanus IIvi=TVr#I]Ivir#TVR annorum XXXXV pius in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Caius Terentius Fabianus Ulisitanus II viVr annorum XXXXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum caius terentius fabianus ulisitanus ii vivr annorum xxxxv pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Caius Terentius Fabianus Ulisitanus II viVr annorum XXXXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD030989,0171,0230,-4.3389,37.0283,altar,Spain,Dis Manibus sacrum Gaius Fabius Adventus Ulisitanus annorum XXX hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Gaius Fabius Adventus Ulisitanus annorum XXX hic situs est sit tibi terra levis,dis manibus sacrum gaius fabius adventus ulisitanus annorum xxx hic situs est sit tibi terra levis,Dis Manibus sacrum Gaius Fabius Adventus Ulisitanus annorum XXX hic situs est sit tibi terra levis,dis manibus sacrum
HD030992,0171,0230,-4.0867000000000004,37.5911,tabula,Spain,Dis Manibus sacrum Quintus Fabius Carpus Ulisitanus annorum LXXXXII pius in suis hic situs est sit tibi terra levis             ,tabula,epitaph,Spain,Dis Manibus sacrum Quintus Fabius Carpus Ulisitanus annorum LXXXXII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum quintus fabius carpus ulisitanus annorum lxxxxii pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Quintus Fabius Carpus Ulisitanus annorum LXXXXII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD030998,0101,0200,-4.0867000000000004,37.5911,altar,Spain,Dis Manibus sacrum M F Pollentina annorum LXX pia in suis hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum M F Pollentina annorum LXX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum m f pollentina annorum lxx pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum M F Pollentina annorum LXX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD031013,0151,0200,-4.4659,36.9125,altar,Spain,Dis Manibus sacrum Lucius Licinius Licinianus Aratispitanus vixit annis LXXVII pius in suis hic situs est sit tibi terra levis L R P,altar,epitaph,Spain,Dis Manibus sacrum Lucius Licinius Licinianus Aratispitanus vixit annis LXXVII pius in suis hic situs est sit tibi terra levis L R P,dis manibus sacrum lucius licinius licinianus aratispitanus vixit annis lxxvii pius in suis hic situs est sit tibi terra levis l r p,Dis Manibus sacrum Lucius Licinius Licinianus Aratispitanus vixit annis LXXVII pius in suis hic situs est sit tibi terra levis L R P,dis manibus sacrum
HD031055,0151,0200,-4.5612,37.0194,altar,Spain,Dis Manibus sacrum Fabio Gai liberto Paulo alumno dulcissimo nnorum V pio in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Fabio Gai liberto Paulo alumno dulcissimo annorum V pio in suis hic situs est sit tibi terra levis,dis manibus sacrum fabio gai liberto paulo alumno dulcissimo annorum v pio in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Fabio Gai liberto Paulo alumno dulcissimo annorum V pio in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD031061,0171,0230,-4.5612,37.0194,altar,Spain,Dis Manibus sacrum Ianuarius nnum LXXX pius in suis hic situs est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Ianuarius annorum LXXX pius in suis hic situs est sit tibi terra levis,dis manibus sacrum ianuarius annorum lxxx pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Ianuarius annorum LXXX pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD031160,0171,0200,-4.6304,37.0325,altar,Spain,Dis Manibus sacrum Postumia Optatina nnorum LX pia in suis hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Postumia Optatina annorum LX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum postumia optatina annorum lx pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Postumia Optatina annorum LX pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD031220,0101,0200,-4.6304,37.0325,tabula,Spain,Dis Manibus sacrum Genetivos sic annorum XVIII ,tabula,epitaph,Spain,Dis Manibus sacrum Genetivos annorum XVIII,dis manibus sacrum genetivos annorum xviii,Dis Manibus sacrum Genetivos annorum XVIII,dis manibus sacrum
HD031223,0171,0200,-4.73,37.1353,NA,Spain,Dis Manibus sacrum Quintus Cornelius Secundinus Singiliensis nnorum LXI pius in suis hic situs est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Quintus Cornelius Secundinus Singiliensis annorum LXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum quintus cornelius secundinus singiliensis annorum lxi pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Quintus Cornelius Secundinus Singiliensis annorum LXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD031226,0171,0230,-4.6304,37.0325,tabula,Spain,Dis Manibus sacrum Themison annorum XXXXIII pius in suis sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Themison annorum XXXXIII pius in suis sit tibi terra levis,dis manibus sacrum themison annorum xxxxiii pius in suis sit tibi terra levis,Dis Manibus sacrum Themison annorum XXXXIII pius in suis sit tibi terra levis,dis manibus sacrum
HD031268,0151,0200,-4.8276,37.2693,stele,Spain,Dis Manibus sacrum Gaius Oius Secundus Ostipponensis nnorum CXXV sic pius in suis hic situs est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Gaius Oius Secundus Ostipponensis annorum CXXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum gaius oius secundus ostipponensis annorum cxxv pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Gaius Oius Secundus Ostipponensis annorum CXXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD031271,0151,0200,-4.8276,37.2693,tabula,Spain,Dis Manibus sacrum Lucius Valerius Peculiaris Olaurensis nnorum XXX pius in suos hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Lucius Valerius Peculiaris Olaurensis annorum XXX pius in suos hic situs est sit tibi terra levis,dis manibus sacrum lucius valerius peculiaris olaurensis annorum xxx pius in suos hic situs est sit tibi terra levis,Dis Manibus sacrum Lucius Valerius Peculiaris Olaurensis annorum XXX pius in suos hic situs est sit tibi terra levis,dis manibus sacrum
HD031280,0171,0230,-4.8276,37.2693,altar,Spain,Dis Manibus sacrum A Silvinus nnorum XXXV pius in suis hic situs sit terra levis,altar,epitaph,Spain,Dis Manibus sacrum A Silvinus annorum XXXV pius in suis hic situs sit terra levis,dis manibus sacrum a silvinus annorum xxxv pius in suis hic situs sit terra levis,Dis Manibus sacrum A Silvinus annorum XXXV pius in suis hic situs sit terra levis,dis manibus sacrum
HD031283,0171,0230,-4.8276,37.2693,stele,Spain,Dis Manibus sacrum  Aemilia Marci filia Proculina nnorum XVI pia in suis sit tibi terra levis dicite qui legitis sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Aemilia Marci filia Proculina annorum XVI pia in suis sit tibi terra levis dicite qui legitis sit tibi terra levis,dis manibus sacrum aemilia marci filia proculina annorum xvi pia in suis sit tibi terra levis dicite qui legitis sit tibi terra levis,Dis Manibus sacrum Aemilia Marci filia Proculina annorum XVI pia in suis sit tibi terra levis dicite qui legitis sit tibi terra levis,dis manibus sacrum
HD031289,0171,0230,-4.8278,37.2687,stele,Spain,Dis Manibus sacrum hic invocatur Fructuosus annorum XXVII pius in suos sit tibi terra levis             ,stele,epitaph,Spain,Dis Manibus sacrum hic invocatur Fructuosus annorum XXVII pius in suos sit tibi terra levis,dis manibus sacrum hic invocatur fructuosus annorum xxvii pius in suos sit tibi terra levis,Dis Manibus sacrum hic invocatur Fructuosus annorum XXVII pius in suos sit tibi terra levis,dis manibus sacrum
HD031292,0201,0300,-4.8276,37.2693,tabula,Spain,Dis Manibus sacrum Ignatia Assata nnum XXIII pia in suis hicS#hic#HIS sita est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Ignatia Assata annorum XXIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum ignatia assata annorum xxiii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Ignatia Assata annorum XXIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD031295,0171,0230,-4.8278,37.2687,tabula,Spain,Dis Manibus sacrum Iucundus nnorum V pius in s(uis) hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Iucundus annorum V pius in suis hic situs est sit tibi terra levis,dis manibus sacrum iucundus annorum v pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Iucundus annorum V pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD031298,0171,0230,-4.8276,37.2693,tabula,Spain,Dis Manibus sacrum Lucius Porcius Ofellus annorum XXXXVIIII pius in suis sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Lucius Porcius Ofellus annorum XXXXVIIII pius in suis sit tibi terra levis,dis manibus sacrum lucius porcius ofellus annorum xxxxviiii pius in suis sit tibi terra levis,Dis Manibus sacrum Lucius Porcius Ofellus annorum XXXXVIIII pius in suis sit tibi terra levis,dis manibus sacrum
HD031301,0201,0230,-4.8278,37.2687,tabula,Spain,Dis Manibus sacrum Stephanus annorum XIIX pius in suis hic situs est ,tabula,epitaph,Spain,Dis Manibus sacrum Stephanus annorum XIIX pius in suis hic situs est,dis manibus sacrum stephanus annorum xiix pius in suis hic situs est,Dis Manibus sacrum Stephanus annorum XIIX pius in suis hic situs est,dis manibus sacrum
HD031313,NA,NA,-4.8287,37.2976,tabula,Spain,Dis Manibus sacrum Forensia serva annorum XXXIII pia in suis hic sita est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Forensia serva annorum XXXIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum forensia serva annorum xxxiii pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Forensia serva annorum XXXIII pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD031331,0171,0230,-4.879,37.2926,NA,Spain,Dis Manibus sacrum Lucius Dom(itius) Romulus Ostipponensis sevir Augustalis annorum LXXXV hic sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Lucius Domitius Romulus Ostipponensis sevir Augustalis annorum LXXXV hic sit tibi terra levis,dis manibus sacrum lucius domitius romulus ostipponensis sevir augustalis annorum lxxxv hic sit tibi terra levis,Dis Manibus sacrum Lucius Domitius Romulus Ostipponensis sevir Augustalis annorum LXXXV hic sit tibi terra levis,dis manibus sacrum
HD031337,0231,0270,-4.879,37.2926,tabula,Spain,Dis Manibus sacrum Aelia Memmesis sic Aeliae Vetustinae liberta Cordubensis annorum XXXVII pia in suis hic sita est sit terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Aelia Memmesis Aeliae Vetustinae liberta Cordubensis annorum XXXVII pia in suis hic sita est sit terra levis,dis manibus sacrum aelia memmesis aeliae vetustinae liberta cordubensis annorum xxxvii pia in suis hic sita est sit terra levis,Dis Manibus sacrum Aelia Memmesis Aeliae Vetustinae liberta Cordubensis annorum XXXVII pia in suis hic sita est sit terra levis,dis manibus sacrum
HD031340,0101,0200,-4.879,37.2926,stele,Spain,Dis Manibus sacrum Mummia mulieris lib(erta) Fortunata Ostipponensis nnorum LI pia in suis hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Mummia mulieris liberta Fortunata Ostipponensis annorum LI pia in suis hic sita est sit tibi terra levis,dis manibus sacrum mummia mulieris liberta fortunata ostipponensis annorum li pia in suis hic sita est sit tibi terra levis,Dis Manibus sacrum Mummia mulieris liberta Fortunata Ostipponensis annorum LI pia in suis hic sita est sit tibi terra levis,dis manibus sacrum
HD031343,0101,0200,-4.879,37.2926,NA,Spain,Dis Manibus sacrum Marcus Naevius Marci filius Quirina Germanianus Ostipponensis nnorum LXV pius in suis hic situs est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Marcus Naevius Marci filius Quirina Germanianus Ostipponensis annorum LXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum marcus naevius marci filius quirina germanianus ostipponensis annorum lxv pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Marcus Naevius Marci filius Quirina Germanianus Ostipponensis annorum LXV pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD031346,0101,0200,-4.879,37.2926,NA,Spain,Dis Manibus sacrum Lucius A Crescens nnorum LXXXI pius in suis hic situs est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Lucius A Crescens annorum LXXXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum lucius a crescens annorum lxxxi pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Lucius A Crescens annorum LXXXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD031349,0171,0230,-4.879,37.2926,tabula,Spain,Dis M(anibus) s(acrum) Cre nnorum  ,tabula,epitaph,Spain,Dis Manibus sacrum Cre annorum,dis manibus sacrum cre annorum,Dis Manibus sacrum Cre annorum,dis manibus sacrum
HD031355,0171,0230,-4.879,37.2926,NA,Spain,Dis Manibus sacrum Hermes vixit annis CXIII pius in suis hic situs est sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Hermes vixit annis CXIII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum hermes vixit annis cxiii pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Hermes vixit annis CXIII pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
